Car Model,Mileage,Sell Price($),Age(yrs)
Mercedez Benz C class,89163,10000,10
BMW X5,60999,22465,5
Mercedez Benz C class,107166,10000,8
BMW X5,108363,10000,10
Audi A5,35956,37455,2
Audi A5,26464,28042,3
BMW X5,89750,23104,5
Audi A5,122827,10000,8
BMW X5,97176,10000,10
Mercedez Benz C class,94990,10000,6
Mercedez Benz C class,11151,32825,1
Audi A5,153947,10000,10
Audi A5,102529,10000,7
Audi A5,22810,38869,2
Audi A5,85155,13151,5
Mercedez Benz C class,91625,10206,7
Mercedez Benz C class,105491,10000,8
Mercedez Benz C class,69242,17092,7
BMW X5,60465,20271,6
Audi A5,92841,10000,9
Mercedez Benz C class,73335,10000,6
Audi A5,105633,17285,6
Audi A5,30513,27687,2
BMW X5,177691,10000,10
BMW X5,93036,10000,9
Audi A5,157946,10000,9
Audi A5,50872,19032,4
Mercedez Benz C class,101133,10000,8
Audi A5,50766,31211,3
Mercedez Benz C class,92706,19935,6
Mercedez Benz C class,45167,20475,3
Mercedez Benz C class,59740,11129,6
Mercedez Benz C class,160147,10000,10
Audi A5,35878,27592,4
Audi A5,84720,10000,6
BMW X5,91261,10162,8
Audi A5,58454,19180,5
Audi A5,17755,44329,1
Mercedez Benz C class,28886,23299,3
Mercedez Benz C class,97525,10000,10
Audi A5,60988,14828,6
BMW X5,154753,10000,9
Mercedez Benz C class,123417,10000,10
Mercedez Benz C class,141453,10000,9
Audi A5,48949,24871,3
Mercedez Benz C class,139834,10000,10
Audi A5,72260,15798,7
BMW X5,16828,40889,1
Audi A5,72800,15375,8
BMW X5,36342,19616,4
Mercedez Benz C class,86929,10000,8
Mercedez Benz C class,93550,10652,6
Audi A5,38938,19436,4
BMW X5,88769,10000,9
BMW X5,109066,11695,8
Mercedez Benz C class,69419,10000,8
BMW X5,87494,10000,8
Mercedez Benz C class,131719,10000,9
Mercedez Benz C class,52936,23408,5
Mercedez Benz C class,51891,18965,6
Audi A5,94683,10000,10
Mercedez Benz C class,139847,10000,9
Audi A5,73134,10000,9
Audi A5,99858,10000,8
Mercedez Benz C class,136107,10000,8
BMW X5,104880,10000,9
Audi A5,65278,14263,6
BMW X5,162286,10000,10
Mercedez Benz C class,35431,20838,4
BMW X5,82271,10000,8
BMW X5,47220,21060,4
Mercedez Benz C class,90191,10000,8
Audi A5,60183,10000,6
Audi A5,20234,37848,2
BMW X5,17916,41302,1
BMW X5,42184,17879,4
BMW X5,142331,10000,8
BMW X5,46354,28357,4
Audi A5,66562,27026,4
Mercedez Benz C class,126627,10000,8
BMW X5,45752,18201,4
Mercedez Benz C class,105263,10000,7
Audi A5,114228,10000,8
Audi A5,160219,10000,9
Mercedez Benz C class,114317,10725,7
Mercedez Benz C class,36053,32979,3
Audi A5,62215,26130,4
Mercedez Benz C class,111255,10000,9
Audi A5,84515,10000,10
Mercedez Benz C class,88233,10000,6
Audi A5,39012,23879,3
Mercedez Benz C class,14744,30103,1
Mercedez Benz C class,27174,33999,3
Mercedez Benz C class,16670,45017,1
Audi A5,46753,21449,3
Mercedez Benz C class,119190,10000,7
Audi A5,99120,10000,10
BMW X5,145879,10000,9
Audi A5,39581,35036,3
Mercedez Benz C class,16745,34673,2
Audi A5,30455,22762,2
BMW X5,161028,10000,9
BMW X5,125678,10000,10
Audi A5,35687,33326,2
BMW X5,84528,10000,10
Mercedez Benz C class,35719,28437,3
Mercedez Benz C class,62229,18698,5
BMW X5,13327,33390,1
Mercedez Benz C class,53900,16114,3
Mercedez Benz C class,11913,30740,1
Mercedez Benz C class,90679,17285,6
Audi A5,129549,10000,8
Audi A5,46813,21142,3
Mercedez Benz C class,117437,16057,8
Audi A5,89071,10000,7
Audi A5,14271,30589,1
Mercedez Benz C class,99140,10000,9
Mercedez Benz C class,10412,33119,1
Audi A5,58373,24302,4
BMW X5,131790,10000,9
Audi A5,48785,28417,3
Audi A5,111784,10000,7
BMW X5,54563,27598,4
Mercedez Benz C class,112004,10000,8
BMW X5,105466,10000,10
BMW X5,85800,10000,8
Mercedez Benz C class,27655,34591,3
BMW X5,137350,10000,8
Mercedez Benz C class,119693,10000,10
BMW X5,42273,15651,4
Audi A5,89480,10000,9
Audi A5,62806,16495,7
Mercedez Benz C class,116483,10000,9
BMW X5,74653,11096,6
Audi A5,15804,40306,1
BMW X5,53282,19000,3
BMW X5,35114,27906,3
BMW X5,123519,10000,10
BMW X5,20250,33687,2
BMW X5,159533,10000,9
Mercedez Benz C class,17855,40141,1
Mercedez Benz C class,130617,10000,9
Audi A5,99975,10000,8
BMW X5,87583,10000,9
Audi A5,152157,10000,10
BMW X5,18395,34266,2
BMW X5,17701,31492,2
Audi A5,47463,18609,5
BMW X5,27261,37143,2
Audi A5,104888,13511,9
BMW X5,90333,10000,7
BMW X5,49264,10000,6
Audi A5,29478,23857,2
BMW X5,51835,10000,5
Mercedez Benz C class,53753,31082,3
Audi A5,70078,25744,4
Audi A5,71896,13015,6
Mercedez Benz C class,119237,10000,9
Mercedez Benz C class,15762,36889,1
BMW X5,138220,10000,10
Mercedez Benz C class,32680,26841,2
Audi A5,32998,29420,2
BMW X5,71775,14588,5
Audi A5,11739,31643,1
BMW X5,150125,10000,9
Audi A5,147239,10000,10
Audi A5,69487,13641,6
BMW X5,49402,23364,4
Mercedez Benz C class,152288,10000,10
Mercedez Benz C class,16289,37343,1
Mercedez Benz C class,155963,10000,9
Mercedez Benz C class,117915,10000,8
Audi A5,134626,10000,9
Audi A5,55292,10000,6
Mercedez Benz C class,125229,10000,9
Mercedez Benz C class,121103,10000,9
Mercedez Benz C class,81991,10000,9
BMW X5,48888,25030,4
Audi A5,57714,23863,5
Mercedez Benz C class,80719,10000,9
BMW X5,68506,16416,4
BMW X5,70953,10000,8
BMW X5,11327,31010,1
Mercedez Benz C class,164506,10000,10
BMW X5,27966,34383,2
Mercedez Benz C class,102195,10000,6
Audi A5,65459,24430,5
BMW X5,10632,41570,1
Audi A5,126596,10000,8
Mercedez Benz C class,70832,12654,5
Audi A5,163049,10000,10
Audi A5,110240,10000,7
Mercedez Benz C class,93559,10000,10
Mercedez Benz C class,52783,23827,3
Mercedez Benz C class,10470,32868,1
Mercedez Benz C class,64057,13351,6
Mercedez Benz C class,106173,10000,10
BMW X5,103315,10000,9
BMW X5,102104,12355,6
Mercedez Benz C class,50806,30584,3
Audi A5,25778,34975,2
Audi A5,136681,10000,10
BMW X5,68843,10000,6
BMW X5,27333,25976,2
Audi A5,105990,10000,8
Mercedez Benz C class,19992,27902,2
BMW X5,126364,10000,10
BMW X5,115122,10000,7
Audi A5,117550,10000,8
Audi A5,52637,24066,4
Audi A5,174676,10000,10
BMW X5,84393,16299,6
BMW X5,105344,10000,7
BMW X5,134288,10000,9
Audi A5,139507,10000,9
Audi A5,34205,26132,3
BMW X5,95209,10000,10
BMW X5,83223,10333,5
Audi A5,91454,10000,10
Audi A5,44882,29135,3
Mercedez Benz C class,76723,25294,5
BMW X5,65076,16172,6
BMW X5,53518,26522,5
Mercedez Benz C class,24383,40121,2
Audi A5,91316,14654,6
BMW X5,50427,10000,6
Mercedez Benz C class,55748,25261,4
Audi A5,14158,40424,1
Mercedez Benz C class,63734,22573,4
Audi A5,125315,10000,8
BMW X5,123838,10000,10
Mercedez Benz C class,11444,44692,1
Mercedez Benz C class,15412,36505,1
Audi A5,16559,40793,1
Mercedez Benz C class,11285,38556,1
Audi A5,64898,10000,8
Audi A5,53368,10000,6
Audi A5,22243,29832,2
Audi A5,159463,10000,10
Mercedez Benz C class,101246,10000,7
Audi A5,71025,10000,8
Audi A5,33531,33738,2
Audi A5,131984,10000,10
Audi A5,127355,10000,10
Audi A5,75275,18139,5
Mercedez Benz C class,60268,19730,7
BMW X5,56320,16834,4
Mercedez Benz C class,88095,10000,9
BMW X5,91904,10000,8
BMW X5,95000,10000,8
Mercedez Benz C class,125363,10000,7
Audi A5,55397,21928,6
BMW X5,61390,14715,7
Audi A5,83994,10000,8
Mercedez Benz C class,94552,11780,6
Audi A5,103255,10000,9
Mercedez Benz C class,31462,24130,2
Mercedez Benz C class,71196,11599,6
Audi A5,161345,10000,9
Mercedez Benz C class,50020,32561,3
Mercedez Benz C class,103184,10000,7
Audi A5,17500,32064,2
BMW X5,13309,42632,1
Audi A5,11335,34054,1
Mercedez Benz C class,25472,31242,2
Mercedez Benz C class,34414,33721,4
Mercedez Benz C class,66199,16290,5
Audi A5,10842,30752,1
BMW X5,86908,10000,6
BMW X5,67757,32079,4
BMW X5,12330,39530,1
Mercedez Benz C class,123449,10000,8
BMW X5,125230,10000,8
Audi A5,158084,10000,9
Audi A5,108949,10000,8
BMW X5,83761,21545,5
BMW X5,106096,13302,6
Mercedez Benz C class,53473,28137,3
Audi A5,35673,27415,3
Audi A5,58705,22862,5
Mercedez Benz C class,33438,37836,2
Audi A5,66092,16618,4
BMW X5,135865,10000,8
Mercedez Benz C class,86931,10000,9
Mercedez Benz C class,115119,10000,10
Audi A5,26877,35290,2
BMW X5,13412,33884,1
Mercedez Benz C class,88625,10000,8
Mercedez Benz C class,9118,32209,1
Mercedez Benz C class,65044,10801,5
Audi A5,26257,38850,2
Mercedez Benz C class,25438,37522,2
BMW X5,44746,25872,4
Mercedez Benz C class,78565,13215,9
Mercedez Benz C class,61836,10000,6
BMW X5,102055,10458,10
BMW X5,17641,39385,1
BMW X5,152006,10000,9
BMW X5,111848,10000,9
BMW X5,33433,17552,4
Mercedez Benz C class,34032,35547,3
Mercedez Benz C class,27523,27917,2
Mercedez Benz C class,37744,27664,4
BMW X5,121538,10000,10
BMW X5,152604,10000,10
Audi A5,68397,29495,4
Audi A5,101289,10000,8
Audi A5,172857,10000,10
Audi A5,66659,10000,8
Mercedez Benz C class,15447,37139,1
Audi A5,113850,10000,10
BMW X5,110658,10000,9
Mercedez Benz C class,42804,31265,4
Audi A5,44174,22575,5
Audi A5,68511,23542,5
BMW X5,17024,38759,1
BMW X5,142411,10000,10
BMW X5,10396,42746,1
Audi A5,88220,10000,6
Audi A5,12308,39738,1
Mercedez Benz C class,35043,26340,2
Audi A5,27864,28499,3
BMW X5,16596,28587,2
BMW X5,51408,24026,3
Audi A5,64383,16858,6
BMW X5,118405,10000,8
Mercedez Benz C class,14559,35512,1
Mercedez Benz C class,150744,10000,9
Audi A5,26062,34687,2
BMW X5,87565,10000,10
Mercedez Benz C class,102144,10000,10
BMW X5,80265,17893,5
Audi A5,49641,37545,3
Audi A5,78547,13230,5
BMW X5,63247,15215,5
Mercedez Benz C class,13916,34358,1
Audi A5,16448,36329,1
BMW X5,119964,10861,7
BMW X5,58221,22678,5
Audi A5,119163,10000,9
BMW X5,147560,10000,9
BMW X5,58267,22966,5
Audi A5,127999,10000,9
Mercedez Benz C class,68272,10000,8
Audi A5,31293,23587,2
Audi A5,72510,10000,8
Audi A5,99278,10000,9
Audi A5,110215,12603,7
Audi A5,86945,21599,5
BMW X5,81698,23454,5
Mercedez Benz C class,85660,10000,8
BMW X5,10468,37998,1
BMW X5,39699,28469,4
BMW X5,26135,31646,2
Mercedez Benz C class,13526,42939,1
Mercedez Benz C class,82137,16900,5
Audi A5,50651,14361,5
Audi A5,9285,35543,1
Mercedez Benz C class,9406,36394,1
Audi A5,15695,34846,1
Audi A5,28771,30792,2
Mercedez Benz C class,140099,10000,9
Mercedez Benz C class,57856,17581,5
Audi A5,88625,15474,7
Mercedez Benz C class,82839,10000,8
BMW X5,102059,10000,6
Mercedez Benz C class,55742,25037,5
BMW X5,72064,10000,8
Audi A5,17049,44857,1
Audi A5,92842,10000,6
Mercedez Benz C class,95571,10000,6
Mercedez Benz C class,61233,33732,4
BMW X5,67448,10000,8
BMW X5,18501,37178,2
BMW X5,16976,32947,1
Audi A5,110634,10000,7
Mercedez Benz C class,65779,10000,5
Audi A5,86772,10000,9
Mercedez Benz C class,12947,34084,1
Audi A5,32013,27419,4
BMW X5,15208,45220,1
Audi A5,57676,10000,7
Audi A5,146034,10000,9
Audi A5,60856,10963,5
BMW X5,137556,10000,8
Mercedez Benz C class,10758,42064,1
Audi A5,89408,13519,6
Mercedez Benz C class,15658,34888,1
BMW X5,44722,19143,5
Audi A5,11608,31037,1
Mercedez Benz C class,28001,35551,2
Audi A5,9198,39630,1
Mercedez Benz C class,168346,10000,10
BMW X5,28289,37224,3
Mercedez Benz C class,161757,10000,9
Audi A5,111742,10000,10
BMW X5,8080,34797,1
Mercedez Benz C class,144015,10000,10
BMW X5,117720,10000,8
BMW X5,89272,17646,5
BMW X5,90824,10000,10
BMW X5,46106,27785,3
BMW X5,128591,10000,8
BMW X5,12930,36318,1
BMW X5,25504,32442,3
BMW X5,97262,10000,9
BMW X5,58125,16834,6
Mercedez Benz C class,48905,10000,6
BMW X5,81765,10431,6
Mercedez Benz C class,125277,10000,8
Audi A5,80346,18196,5
Mercedez Benz C class,84044,13034,7
Mercedez Benz C class,10182,31177,1
BMW X5,100131,10000,7
BMW X5,43171,28279,3
Audi A5,19419,36872,2
BMW X5,69213,14914,8
BMW X5,31552,31153,2
BMW X5,124363,10000,9
Audi A5,45455,29451,4
Audi A5,137129,10000,10
Audi A5,104480,17876,7
Mercedez Benz C class,8019,43756,1
Mercedez Benz C class,17253,41888,2
Mercedez Benz C class,74389,10000,7
Audi A5,41647,12707,5
Audi A5,87647,10000,8
Audi A5,12275,45221,1
Mercedez Benz C class,107520,10000,9
Mercedez Benz C class,36473,27702,3
BMW X5,37895,23898,3
BMW X5,100830,10000,6
BMW X5,52178,13232,4
Mercedez Benz C class,123936,10000,9
Audi A5,85859,10000,6
BMW X5,67342,10000,7
BMW X5,121581,10000,9
Audi A5,111232,10000,7
Audi A5,14043,37903,1
Audi A5,174165,10000,10
Mercedez Benz C class,138865,10000,8
BMW X5,112135,13487,7
BMW X5,33589,27001,3
Audi A5,136127,10000,9
Audi A5,88209,10000,10
BMW X5,43732,24784,4
Audi A5,116531,10000,9
Mercedez Benz C class,53620,11220,6
BMW X5,94698,10000,9
BMW X5,88192,10000,7
Mercedez Benz C class,68898,15353,6
Audi A5,9959,40562,1
Audi A5,142246,10000,8
BMW X5,44440,26077,4
Audi A5,43823,24740,3
Mercedez Benz C class,146325,10000,9
Audi A5,88607,10000,9
Mercedez Benz C class,155627,10000,9
Mercedez Benz C class,147958,10000,9
Audi A5,70129,13165,5
Audi A5,66618,10000,8
Mercedez Benz C class,33799,34011,3
Audi A5,106294,10000,10
Audi A5,122006,10000,7
Audi A5,22219,38108,2
Audi A5,179927,10000,10
BMW X5,19770,38567,2
Audi A5,40318,24551,5
Mercedez Benz C class,87477,10000,7
Audi A5,64454,10228,6
Audi A5,82653,20923,6
Audi A5,130242,10000,8
BMW X5,76080,10000,6
Audi A5,34211,20205,3
Mercedez Benz C class,16089,41132,1
BMW X5,42424,26922,4
Audi A5,80447,12042,5
Mercedez Benz C class,84334,10000,8
Audi A5,49224,28975,3
Mercedez Benz C class,58784,10000,7
Audi A5,126050,10000,8
BMW X5,14831,32015,1
BMW X5,138324,10000,9
BMW X5,15073,39971,1
BMW X5,151351,10000,10
BMW X5,59902,10000,6
Mercedez Benz C class,99609,10000,10
BMW X5,31899,25311,2
Mercedez Benz C class,71652,15884,5
Mercedez Benz C class,77097,15167,6
Mercedez Benz C class,52994,16044,6
Audi A5,57922,20294,4
BMW X5,79982,12859,6
Audi A5,87153,10000,7
Mercedez Benz C class,92279,10000,6
Mercedez Benz C class,11106,39401,1
Audi A5,121749,10870,9
Mercedez Benz C class,65625,18884,4
Mercedez Benz C class,122698,10000,9
Audi A5,45165,28781,3
Audi A5,94699,11233,6
Audi A5,50813,21371,4
Audi A5,72730,19511,5
Audi A5,105658,10000,8
BMW X5,28995,39634,2
Audi A5,43023,36026,3
BMW X5,15381,34185,1
Audi A5,73016,10000,7
BMW X5,91039,13257,6
Audi A5,59033,26809,6
Audi A5,81372,13943,7
Mercedez Benz C class,86741,14401,5
Audi A5,50923,12910,6
BMW X5,22131,25242,2
Mercedez Benz C class,79662,10000,7
Mercedez Benz C class,60594,18181,4
Audi A5,78869,10000,9
Mercedez Benz C class,95017,10000,6
Mercedez Benz C class,27564,34834,2
Mercedez Benz C class,124818,10000,9
Mercedez Benz C class,50160,28741,3
BMW X5,16383,40191,1
BMW X5,61923,23530,6
Mercedez Benz C class,15501,39942,1
Audi A5,31374,29858,2
BMW X5,102214,10000,7
Audi A5,93352,10000,9
Mercedez Benz C class,9025,33912,1
Mercedez Benz C class,114521,10000,10
BMW X5,78291,17436,6
BMW X5,17002,34167,1
Audi A5,71685,17155,8
Mercedez Benz C class,141130,11177,9
Mercedez Benz C class,27704,31565,3
Mercedez Benz C class,112304,10086,7
Mercedez Benz C class,154257,10000,10
Audi A5,157862,10000,10
Mercedez Benz C class,93499,10000,9
Mercedez Benz C class,22436,29041,2
Mercedez Benz C class,140711,10000,10
BMW X5,106336,10000,10
Mercedez Benz C class,103629,10000,7
Mercedez Benz C class,32472,36463,2
BMW X5,92108,10000,8
Audi A5,71981,10000,8
Audi A5,87579,10000,7
Audi A5,53785,18965,4
Mercedez Benz C class,87251,10000,8
Mercedez Benz C class,124020,10782,8
BMW X5,157717,10000,10
Mercedez Benz C class,121193,10000,10
Audi A5,80275,10000,9
BMW X5,124388,10000,10
Mercedez Benz C class,78448,16795,6
BMW X5,28620,27823,2
Audi A5,126577,10000,8
BMW X5,125350,10000,7
Mercedez Benz C class,106746,10000,9
Mercedez Benz C class,59115,10424,5
BMW X5,61773,24184,4
Mercedez Benz C class,24548,27184,3
Mercedez Benz C class,72550,13853,5
BMW X5,17233,34128,1
BMW X5,18072,29044,2
Mercedez Benz C class,34299,26164,4
Mercedez Benz C class,44380,23948,4
Mercedez Benz C class,83496,16848,6
BMW X5,42951,18590,4
Audi A5,120048,10000,7
Audi A5,15883,41856,1
Mercedez Benz C class,53561,14743,6
BMW X5,51798,26033,3
BMW X5,96084,10000,6
BMW X5,46473,24058,3
Mercedez Benz C class,64215,19173,4
BMW X5,29415,28241,3
Mercedez Benz C class,113290,10000,8
Mercedez Benz C class,46877,19185,5
Mercedez Benz C class,38701,19365,4
BMW X5,51691,12245,4
Audi A5,11793,41403,1
Mercedez Benz C class,75378,12794,8
BMW X5,22044,36533,2
BMW X5,125722,10000,8
Mercedez Benz C class,23578,39527,2
BMW X5,62634,20691,4
BMW X5,66501,29500,4
Mercedez Benz C class,125932,10000,8
Audi A5,105881,10000,10
Mercedez Benz C class,16820,34252,1
BMW X5,50501,29424,4
Audi A5,38168,25781,3
BMW X5,121107,10117,9
Mercedez Benz C class,45411,18233,4
BMW X5,60091,10211,6
Audi A5,17473,30211,2
Audi A5,15193,36899,1
BMW X5,74794,10000,5
BMW X5,64018,10000,7
BMW X5,103042,10000,8
BMW X5,26387,27148,2
Mercedez Benz C class,58066,15195,4
BMW X5,54792,27120,4
BMW X5,113445,10000,7
Mercedez Benz C class,73708,13066,7
Audi A5,93954,10000,6
BMW X5,79796,22873,5
Mercedez Benz C class,26116,26694,3
Audi A5,46686,27018,3
BMW X5,80213,13004,7
Mercedez Benz C class,16206,38122,1
Mercedez Benz C class,63739,22174,4
Mercedez Benz C class,85787,10000,10
Mercedez Benz C class,28960,30025,3
Mercedez Benz C class,85576,10000,8
Mercedez Benz C class,76401,11745,9
Audi A5,10527,36501,1
Mercedez Benz C class,54699,18222,4
Audi A5,43671,33879,3
BMW X5,98516,13002,6
Mercedez Benz C class,116476,10000,9
BMW X5,51005,20694,5
Mercedez Benz C class,34276,34699,2
BMW X5,107690,10000,10
Audi A5,47874,29635,5
Mercedez Benz C class,64633,23462,5
Audi A5,178692,10000,10
Audi A5,77015,10000,9
Mercedez Benz C class,36673,21490,4
Audi A5,134408,10000,9
Mercedez Benz C class,86772,10000,8
BMW X5,159740,10000,9
Mercedez Benz C class,171295,10000,10
BMW X5,44951,32937,4
BMW X5,26067,37735,2
BMW X5,68035,19366,5
Mercedez Benz C class,13221,37497,1
Mercedez Benz C class,33566,25200,2
BMW X5,90858,10000,7
BMW X5,66283,10000,7
BMW X5,61408,29196,4
Audi A5,67422,10000,8
Audi A5,30673,29022,3
Mercedez Benz C class,25117,33881,3
BMW X5,95793,10000,8
Audi A5,70223,10000,6
Mercedez Benz C class,16773,30932,1
Mercedez Benz C class,43213,31299,3
Mercedez Benz C class,102971,10000,10
Audi A5,138667,10000,8
BMW X5,30516,31733,2
Mercedez Benz C class,30689,25012,3
BMW X5,32500,18202,4
BMW X5,142102,10000,9
BMW X5,83888,10000,7
Audi A5,27339,32599,3
Audi A5,29390,23067,3
Mercedez Benz C class,21593,39155,2
BMW X5,8853,33242,1
Mercedez Benz C class,125750,10000,7
BMW X5,85056,21686,7
Audi A5,119043,10000,8
BMW X5,107550,10000,7
BMW X5,14697,36748,1
Audi A5,143687,10000,10
Mercedez Benz C class,152075,10000,9
Mercedez Benz C class,82438,16755,6
Mercedez Benz C class,120459,10000,7
Audi A5,137706,10000,9
Audi A5,15107,40168,1
Audi A5,52963,13147,5
BMW X5,90757,10000,7
BMW X5,52787,27342,3
Audi A5,87972,12190,6
BMW X5,118386,10000,8
BMW X5,13425,42420,1
BMW X5,146273,10000,9
Audi A5,131561,10000,9
BMW X5,98073,10000,9
BMW X5,174285,10000,10
Mercedez Benz C class,33947,24548,4
BMW X5,58752,15427,7
BMW X5,56365,26226,4
Audi A5,14677,39393,1
Audi A5,47455,25163,5
Mercedez Benz C class,138264,10000,10
Audi A5,85588,15526,6
BMW X5,82973,10000,9
Audi A5,30075,26759,2
Mercedez Benz C class,17079,31530,1
Mercedez Benz C class,73188,23003,6
BMW X5,76686,10000,6
BMW X5,9161,38578,1
BMW X5,67421,12413,5
Mercedez Benz C class,94026,10000,8
Mercedez Benz C class,45746,27124,4
BMW X5,20052,28824,2
BMW X5,46660,17856,4
BMW X5,91502,10000,6
Audi A5,73539,10000,7
Audi A5,27143,27706,2
Mercedez Benz C class,81050,10000,6
Audi A5,66470,22504,5
Audi A5,93573,10000,9
Audi A5,137346,10000,10
Audi A5,99606,10000,8
BMW X5,75499,10000,9
Audi A5,89866,10000,8
Mercedez Benz C class,143501,10000,10
Mercedez Benz C class,24137,38368,2
BMW X5,95052,10000,8
Audi A5,48454,24975,4
Mercedez Benz C class,83359,19472,5
Mercedez Benz C class,52192,31004,3
Mercedez Benz C class,133463,10000,9
Audi A5,60782,18132,7
Mercedez Benz C class,69227,20487,5
Mercedez Benz C class,72563,13629,7
Audi A5,123451,10000,9
Mercedez Benz C class,129523,10000,9
Mercedez Benz C class,15828,38686,1
Mercedez Benz C class,144917,10000,9
Audi A5,29276,25363,2
BMW X5,45860,21108,3
BMW X5,131548,10000,8
BMW X5,67294,16132,7
Audi A5,52637,19800,4
Mercedez Benz C class,106955,10000,7
Audi A5,121534,12209,7
Audi A5,77521,10000,6
Mercedez Benz C class,76577,10000,9
Mercedez Benz C class,65096,16738,5
BMW X5,50395,23315,4
Mercedez Benz C class,48318,21675,3
BMW X5,65240,12469,4
Mercedez Benz C class,34261,22135,4
BMW X5,129022,10000,10
BMW X5,71948,10000,6
BMW X5,72609,10000,6
BMW X5,46067,24670,3
BMW X5,160945,10000,10
Mercedez Benz C class,134689,10000,8
BMW X5,161423,10000,9
Mercedez Benz C class,74106,18406,8
Audi A5,24893,31914,2
Mercedez Benz C class,16604,32100,1
Mercedez Benz C class,34610,21827,3
Audi A5,122967,10000,8
BMW X5,116182,10000,7
Audi A5,104151,10000,9
Audi A5,90587,10000,10
BMW X5,55779,26546,4
Mercedez Benz C class,40594,28460,4
BMW X5,106366,12216,7
Mercedez Benz C class,32763,26460,3
Audi A5,88515,10000,10
Mercedez Benz C class,34382,25530,3
BMW X5,57366,10000,6
Mercedez Benz C class,48870,18275,4
Mercedez Benz C class,47212,34438,3
Audi A5,12049,36207,1
BMW X5,37657,16979,4
BMW X5,41645,18525,4
Mercedez Benz C class,120624,10000,10
Mercedez Benz C class,10257,33589,1
BMW X5,19872,24549,2
Audi A5,27402,41226,2
Mercedez Benz C class,16116,31729,1
BMW X5,32891,22462,4
BMW X5,48618,21519,6
BMW X5,66089,13825,8
BMW X5,94507,10000,9
Mercedez Benz C class,77498,10000,6
Mercedez Benz C class,10174,43754,1
Audi A5,102905,10000,10
Audi A5,130635,10000,8
BMW X5,118631,10000,9
BMW X5,77672,10000,9
BMW X5,12904,44248,1
Audi A5,168977,10000,10
Audi A5,9732,39207,1
Audi A5,155879,10000,9
BMW X5,158554,10000,9
Mercedez Benz C class,41068,35106,3
BMW X5,51043,18291,6
Mercedez Benz C class,70619,22137,4
Mercedez Benz C class,9263,39695,1
BMW X5,114523,10000,10
BMW X5,22008,37123,2
BMW X5,118342,10000,9
Mercedez Benz C class,89589,10000,9
Audi A5,67942,26966,4
Audi A5,52930,17551,6
Audi A5,8765,35696,1
Audi A5,76754,13027,5
BMW X5,173016,10000,10
